,app_name,at,content,score,sentiment,word_count
3448,,,"Excellent application, keep in touch with the doctor and staff. Manage/see the test scores easily ... Program appointments/vaccines and much more in one place!",,data control,
3449,,,Helps me remember the appointments. Access to previous problems is excellent.,,data control,
3450,,,You cannot remove old messages with garbage can sign in the upper right corner. You need to eliminate old records and leave space for new messages from and to medical staff. Contact the instructions. Thanks for your prompt response.,,data control,
3451,,,The new update does not show the complete notes of the health professional.,,data control,
3452,,,Quite easy to straighten your app. in advance. Makes the process so much easier towards that when you arrive there !!! 😁,,data control,
3453,,,Very intuitive and useful. It helps me organize my information and health quotes.,,data control,
3454,,,It gives me access to all my very useful medical records,,data control,
3455,,,I help me keep track of my medical information.,,data control,
3456,,,I want the ability to move it to the external SD card to store the memory of devices.  Update 25 APR2019 can this app be set up so that it can be moved to the SD card?,,support,
3457,,,Telephone support socks. Nobody answers! I got a mistake and then the apt disappeared.,,support,
3458,,,Unstable application with missing appropriate options to be selected in accordance with the convenience of the consumer. PLS know your audience before building products.,,support,
3459,,,It has been working well after the support solved the problem. Thanks support!,,support,
3460,,,Useful customer service and always available when I need help. Very good application.,,support,
3461,,,"Good customer services, experienced doctors. And the best part, I found the discount on medication. It was really great compared to other platforms.",,support,
